@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute eye-model numeric
@attribute region-detector {0,1,2,3,4}

@data
860,'2018/02/16 21:51:04:551',22,1910.783203,424.319519,1,?
861,'2018/02/16 21:51:05:056',22,1898.467896,422.499481,1,?
862,'2018/02/16 21:51:05:557',22,1897.796875,297.362366,1,?
863,'2018/02/16 21:51:06:059',22,1958.422974,100.929489,1,?
864,'2018/02/16 21:51:06:562',22,1957.587402,368.465851,1,?
865,'2018/02/16 21:51:07:063',22,1936.184814,397.46109,1,?
866,'2018/02/16 21:51:07:564',22,1911.562256,545.719971,1,?
867,'2018/02/16 21:51:08:065',22,1917.389282,554.269897,1,?
868,'2018/02/16 21:51:08:567',22,1863.723877,638.071777,1,?
869,'2018/02/16 21:51:09:067',22,1888.458374,937.843323,1,?
870,'2018/02/16 21:51:09:569',22,1898.204346,598.417175,1,?
871,'2018/02/16 21:51:10:070',22,1915.171875,327.393921,1,?
872,'2018/02/16 21:51:10:571',22,1947.957153,222.361176,1,?
873,'2018/02/16 21:51:11:073',22,1951.29126,256.553253,1,?
